详	xiang2	detailed/comprehensive	[Add example]
迪	di2	direct/follow	[Add example]
矛	mao2	spear/lance/pike	[Add example]
霍	huo4	(surname)/cholera	[Add example]
允	yun3	just/fair/to permit/to allow	[Add example]
幅	fu2	(measure word for textile or picture)/width/roll	[Add example]
撒	sa1/sa3	let go, to scatter	[Add example]
剩	sheng4	have as remainder	[Add example]
凯	kai3	triumphant/victorious	[Add example]
颗	ke1	(measure word for small spheres)	[Add example]
骂	ma4	scold/abuse	[Add example]
赏	shang3	enjoy the beauty of/give	[Add example]
液	ye4	liquid/fluid	[Add example]
番	fan1/pan1	(measure word for acts)/deeds/foreign, (surname)/place name	[Add example]
箱	xiang1	box/trunk/chest	[Add example]
贴	tie1	to stick/to paste/to keep close to/to fit snugly/subsidize/allowance	[Add example]
漫	man4	free/unrestrained/inundate	[Add example]
酸	suan1	sour/sore/ache/acid	[Add example]
郎	lang2	(surname)/a youth	[Add example]
腰	yao1	waist	[Add example]
舒	shu1	(surname)/relax	[Add example]
眉	mei2	eyebrow/upper margin	[Add example]
忧	you1	worried	[Add example]
浮	fu2	to float	[Add example]
辛	xin1	8th heavenly stem/tired	[Add example]
恋	lian4	feel attached to/long for/love	[Add example]
餐	can1	eat/meal	[Add example]
吓	xia4	to frighten/to scare/to intimidate/to threaten	[Add example]
挺	ting3	be straight and stiff/rather (good)	[Add example]
励	li4	exhort	[Add example]
辞	ci2	bid farewell/diction/resign/say goodbye/take leave/decline	[Add example]
艘	sao1/sou1	measure word for warships (Taiwan pronunciation), measure word for boats and ships (mainland pronunciation)	[Add example]
键	jian4	(door lock) key	[Add example]
伍	wu3	associate with/five/company	[Add example]
峰	feng1	peak/summit	[Add example]
尺	chi3	a Chinese foot (M)/one-third of a meter/a ruler/a note musical note on traditional Chinese scale	[Add example]
昨	zuo2	yesterday	[Add example]
黎	li2	(surname)/black/abbreviation for Lebanon	[Add example]
辈	bei4	contemporaries/generation/lifetime	[Add example]
贯	guan4	pierce/to string	[Add example]
侦	zhen1	to scout/to spy	[Add example]
滑	gu3/hua2	comical, comical/cunning/slippery/smooth	[Add example]
券	quan4	deed/bond/contract/ticket	[Add example]
崇	chong2	high/dignified/lofty/to honor	[Add example]
扰	rao3	disturb	[Add example]
宪	xian4	statute/constitution	[Add example]
绕	rao4	go around/to wind (around)	[Add example]
趋	qu1	to hasten/to hurry/walk fast	[Add example]
慈	ci2	compassionate/gentle/merciful/kind/humane	[Add example]
乔	qiao2	tall	[Add example]
阅	yue4	peruse/review/to read	[Add example]
汗	han4	perspiration/sweat	[Add example]
枝	zhi1	branch/(a measure word)	[Add example]
拖	tuo1	dragging (brush stroke in painting)/to drag along	[Add example]
墨	mo4	China ink/ink stick	[Add example]
胁	xie2	side of body/threaten	[Add example]
插	cha1	insert/stick in/pierce/to take part in/to interfere/to interpose	[Add example]
箭	jian4	arrow	[Add example]
腊	la4	preserved (meat), December/preserved (meat)	[Add example]
粉	fen3	dust/powder	[Add example]
泥	ni2/ni4	mud/paste/pulp, restrained	[Add example]
氏	shi4	clan name/maiden name	[Add example]
彭	peng2	(surname)	[Add example]
拔	ba2	pull up/pull out/select/promote	[Add example]
骗	pian4	to cheat/to swindle/to deceive/to fool	[Add example]
凤	feng4	phoenix	[Add example]
慧	hui4	intelligent	[Add example]
媒	mei2	medium/intermediary/matchmaker/go-between	[Add example]
佩	pei4	to respect/wear (belt, etc.), girdle ornaments	[Add example]
愤	fen4	indignant/anger/resentment	[Add example]
扑	pu1	to rush at/to throw oneself on, rush on	[Add example]
龄	ling2	age	[Add example]
驱	qu1	to expel/to urge on/to drive/to run quickly	[Add example]
惜	xi1	pity, regret, rue, begrudge	[Add example]
豪	hao2	grand/heroic	[Add example]
掩	yan3	cover up/to surprise	[Add example]
兼	jian1	double/twice/simultaneous/holding two or more (official) posts at the same time	[Add example]
跃	yue4	to jump/to leap	[Add example]
尸	shi1	corpse	[Add example]
肃	su4	Gansu/respectful	[Add example]
帕	pa4	handkerchief	[Add example]
驶	shi3	hasten/proceed to/sail a vessel	[Add example]
堡	bao3/pu4	an earthwork/castle/position of defense/stronghold, character used in place names	[Add example]
届	jie4	arrive at (place or time)/period/to become due/measure words for events (e.g., meetings, elections)	[Add example]
欣	xin1	happy	[Add example]
惠	hui4	favor/kind act (from above)	[Add example]
册	ce4	book/a measure word for books/booklet	[Add example]
储	chu3	savings/to save/to deposit/to store/(a surname)	[Add example]
飘	piao1	to float	[Add example]
桑	sang1	mulberry tree	[Add example]
闲	xian2	to stay idle/to be unoccupied/not busy/leisure/enclosure	[Add example]
惨	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic	[Add example]
洁	jie2	clean	[Add example]
踪	zong1	footprint/trace/tracks	[Add example]
勃	bo2	flourishing/prosperous/suddenly/abruptly	[Add example]
宾	bin1	visitor/guest	[Add example]
频	pin2	frequency/frequently/repetitious	[Add example]
仇	chou2/qiu2	hatred/animosity/enmity/a rival/an enemy/feud, (surname)/match/mate	[Add example]
磨	mo2/mo4	to sharpen/to delay/hardship/to grind/to rub, grindstone	[Add example]
递	di4	to hand over/to pass/to give	[Add example]
邪	xie2	demonical/iniquitous/nefarious	[Add example]
撞	zhuang4	to hit/to strike/to meet by accident/to run into/to bump against/to bump into	[Add example]
拟	ni3	plan to	[Add example]
滚	gun3	to boil/to roll	[Add example]
奏	zou4	present a memorial	[Add example]
巡	xun2	to patrol/to make one's rounds	[Add example]
颜	yan2	(surname)/color/countenance	[Add example]
剂	ji4	dose	[Add example]
绩	ji1/ji4	merit/accomplishment	[Add example]
贡	gong4	tribute/gifts	[Add example]
疯	feng1	insane/mad/wild	[Add example]
坡	po1	slope	[Add example]
瞧	qiao2	look at	[Add example]
截	jie2	a section/cut off (a length)	[Add example]
燃	ran2	burn/combustion	[Add example]
焦	jiao1	burnt/scorched/worried/anxious	[Add example]
殿	dian4	palace hall	[Add example]
伪	wei3	false/fake/forged/bogus	[Add example]
柳	liu3	willow/Liu (a surname)	[Add example]
锁	suo3	to lock up/to lock	[Add example]
逼	bi1	close to/compel, force/compel/drive/press for/extort/press on towards/press up to/close in on/close	[Add example]
颇	po1	quite/rather/uneven/sloping	[Add example]
昏	hun1	muddle-headed/twilight/to faint/to lose consciousness	[Add example]
劝	quan4	to advise/to urge/to try to persuade/exhort	[Add example]
呈	cheng2	to assume (a form)/to submit/to petition/to show/to present/to offer	[Add example]
搜	sou1	to search	[Add example]
勤	qin2	diligent/frequent	[Add example]
戒	jie4	swear off/warn against	[Add example]
驾	jia4	to drive/to draw/to harness/to mount	[Add example]
漂	piao1/piao3/piao4	to float/to drift, to bleach, elegant/polished	[Add example]
饮	yin3	drink	[Add example]
曹	cao2	a company/a class/a generation/(a surname)	[Add example]
朵	duo3	M for flowers	[Add example]
仔	zi1/zi3/zai3	duty/responsibility, minutely/young	[Add example]
柔	rou2	soft	[Add example]
俩	lia3/liang3	(a numeral-measure word) two/both, craft/cunning	[Add example]
孟	meng4	first month/eldest brother/(surname)	[Add example]
腐	fu3	decay/rotten	[Add example]
幼	you4	young	[Add example]
践	jian4	fulfill (a promise)/tread/walk	[Add example]
籍	ji2	(surname)/record/register/native place	[Add example]
牧	mu4	shepherd	[Add example]
凉	liang2	cool/cold	[Add example]
牲	sheng1	domestic animal	[Add example]
佳	jia1	excellent	[Add example]
娜	nuo2/na4	elegant/graceful	[Add example]
浓	nong2	concentrated/dense	[Add example]
芳	fang1	fragrant	[Add example]
稿	gao3	manuscript/draft/stalk of grain	[Add example]
竹	zhu2	bamboo	[Add example]
腹	fu4	abdomen/stomach/belly	[Add example]
跌	die1	to drop/to fall/to tumble	[Add example]
逻	luo2	logic/patrol	[Add example]
垂	chui2	to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach	[Add example]
遵	zun1	to observe/to obey/to follow	[Add example]
脉	mai4	mountain range/pulse	[Add example]
貌	mao4	appearance	[Add example]
柏	bai3/bo4	(surname)/cedar/cypress, cypress/cedar	[Add example]
狱	yu4	prison	[Add example]
猜	cai1	to guess	[Add example]
怜	lian2	to pity	[Add example]
惑	huo4	confuse	[Add example]
陶	tao2	pottery, (surname)/pleased/pottery	[Add example]
兽	shou4	beast/quadruped	[Add example]
帐	zhang4	account/mosquito net/tent/curtain/debt/credit	[Add example]
饰	shi4	adorn/ornaments	[Add example]
贷	dai4	lend on interest/borrow/loan/make excuses/pardon/forgive	[Add example]
昌	chang1	prosperous/flourish	[Add example]
叙	xu4	narrate/abbreviation for Syria	[Add example]
躺	tang3	to recline/to lie down	[Add example]
钢	gang1	steel	[Add example]
沟	gou1	ditch/gutter	[Add example]
寄	ji4	lodge at/to mail/to send/to entrust/to depend	[Add example]
扶	fu2	to support with hand/to help sb. up/to help	[Add example]
铺	pu1/pu4	to spread, a store, a bed/a store	[Add example]
邓	deng4	Deng (Xiaoping)	[Add example]
寿	shou4	(long) life	[Add example]
惧	ju4	to fear	[Add example]
询	xun2	inquire	[Add example]
汤	tang1	(surname)/soup	[Add example]
盗	dao4	steal/rob/plunder/a thief/bandit/robber	[Add example]
肥	fei2	loose-fitting/fat/fertile	[Add example]
尝	chang2	indicator of past tense/to taste/flavor/already/ever/once/test/already/formerly, to taste	[Add example]
匆	cong1	hurried/hasty	[Add example]
辉	hui1	bright/glorious	[Add example]
奈	nai4	how can one help	[Add example]
扣	kou4	10 percent/button/detain, button	[Add example]
廷	ting2	palace courtyard	[Add example]
澳	ao4	Australia/deep bay/cove/bay/harbor/(abbrev) Macao	[Add example]
嘛	ma	(a modal particle)	[Add example]
董	dong3	(surname)/supervise/to direct/director	[Add example]
迁	qian1	to move/to shift	[Add example]
凝	ning2	congeal/concentrate attention	[Add example]
慰	wei4	reassure	[Add example]
厌	yan4	loathe	[Add example]
脏	zang1/zang4	dirty/filthy, viscera	[Add example]
腾	teng2	to soar/to gallop/to rise/to prance/to hover/to move out	[Add example]
幽	you1	quiet/secluded	[Add example]
怨	yuan4	blame/complain	[Add example]
鞋	xie2	shoe	[Add example]
丢	diu1	to lose/to put aside/to throw	[Add example]
埋	mai2/man2	bury, to blame	[Add example]
泉	quan2	fountain/spring	[Add example]
涌	yong3	bubble up/rush forth	[Add example]
辖	xia2	have jurisdiction over	[Add example]
躲	duo3	avoid/get out of way/to hide/to go into hiding	[Add example]
晋	jin4	name of a dynasty	[Add example]
紫	zi3	purple	[Add example]
艰	jian1	difficult/hard/hardship	[Add example]
魏	wei4	(surname)/name of a dynasty	[Add example]
吾	wu2	I/my	[Add example]
慌	huang1	nervous	[Add example]
祝	zhu4	invoke/pray to/wish/to express good wishes	[Add example]
邮	you2	post (office)/mail	[Add example]
吐	tu3/tu4	to spit, vomit	[Add example]
狠	hen3	fierce/very	[Add example]
鉴	jian4	example/mirror/to view/reflection/to reflect/to inspect/to warn/(ancient bronze mirror)	[Add example]
曰	yue1	to speak/to say	[Add example]
械	xie4	tools	[Add example]
咬	yao3	bite/nip	[Add example]
邻	lin2	neighbor/adjacent/close to	[Add example]
赤	chi4	red/scarlet/bare/naked	[Add example]
挤	ji3	crowded/to squeeze	[Add example]
弯	wan1	bend/bent	[Add example]
椅	yi3	chair	[Add example]
陪	pei2	to accompany/to keep sb. company	[Add example]
割	ge1	cut off	[Add example]
揭	jie1	lift off (a cover)/divulge	[Add example]
韦	wei2	(surname)/soft leather	[Add example]
悟	wu4	comprehend	[Add example]
聪	cong1	quick at hearing/wise/clever/sharp-witted/intelligent/acute	[Add example]
雾	wu4	fog/mist	[Add example]
锋	feng1	point or edge of a tool	[Add example]
梯	ti1	ladder	[Add example]
猫	mao1	cat/pussy	[Add example]
祥	xiang2	auspicious/propitious	[Add example]
阔	kuo4	rich/wide/broad	[Add example]
誉	yu4	reputation	[Add example]
筹	chou2	a tally/counter/ticket/plan/devise/manage	[Add example]
丛	cong2	cluster/collection/collection of books/thicket	[Add example]
牵	qian1	lead along	[Add example]
鸣	ming2	to cry (of birds)	[Add example]
沈	chen2/shen3	sink, (surname)/place name	[Add example]
阁	ge2	council-chamber/shelf	[Add example]
穆	mu4	(surname)/solemn	[Add example]
屈	qu1	bent/feel wronged	[Add example]
旨	zhi3	imperial decree/purport/aim/purpose	[Add example]
袖	xiu4	sleeve	[Add example]
猎	lie4	hunting	[Add example]
臂	bi4	arm	[Add example]
蛇	she2	snake/serpent	[Add example]
贺	he4	congratulate	[Add example]
柱	zhu4	pillar	[Add example]
抛	pao1	to throw/to toss/to fling/to cast/to abandon	[Add example]
鼠	shu3	rat/mouse	[Add example]
瑟	se4	(mus. instr.)	[Add example]
戈	ge1	(surname)/spear	[Add example]
牢	lao2	firm/fast	[Add example]
逊	xun4	to yield	[Add example]
迈	mai4	take a step	[Add example]
欺	qi1	take unfair advantage of/to deceive/to cheat	[Add example]
吨	dun1/dun4	ton, ton	[Add example]
琴	qin2	(mus. instr.)	[Add example]
衰	cui1/shuai1	mourning garments, weak/feeble/decline/wane	[Add example]
瓶	ping2	bottle/(a measure word)/vase/pitcher	[Add example]
恼	nao3	get mad	[Add example]
燕	yan1/yan4	(surname)/place name, swallow (a type of bird)	[Add example]
仲	zhong4	2nd in seniority	[Add example]
诱	you4	entice/tempt	[Add example]
狼	lang2	wolf	[Add example]
池	chi2	pond/reservoir	[Add example]
疼	teng2	(it) hurts/love fondly/ache/pain/sore	[Add example]
卢	lu2	(surname)	[Add example]
仗	zhang4	battle	[Add example]
冠	guan1/guan4	hat/crown/crest/cap, to head	[Add example]
粒	li4	a grain/a granule	[Add example]
遥	yao2	distant/remote/far/far away	[Add example]
吕	lu:3/lv3	(surname)	[Add example]
玄	xuan2	black/mysterious	[Add example]
尘	chen2	dust/dirt/earth	[Add example]
冯	feng2	[Add meaning]	[Add example]
抚	fu3	to comfort/touch gently with hand	[Add example]
浅	jian1/qian3	sound of moving water, shallow	[Add example]
敦	dun1	kind-hearted, kind-hearted/place name	[Add example]
纠	jiu1	gather together/to investigate/to entangle/correct	[Add example]
钻	zuan1/zuan4	enter (a hole)/probe, an auger/diamond	[Add example]
晶	jing1	crystal	[Add example]
岂	qi3	how can it be that	[Add example]
峡	xia2	gorge	[Add example]
苍	cang1	dark blue/fly/musca/deep green	[Add example]
喷	pen1/pen4	to puff/to spout/to spray/to spurt, fragrant/sneeze	[Add example]
耗	hao4	mouse/new/to waste/to spend/to consume/to squander	[Add example]
凌	ling2	encroach/soar/thick ice	[Add example]
敲	qiao1	extort/knock/to strike/to knock (at a door)/to hit	[Add example]
菌	jun1/jun4	germ/bacteria, bacteria/mold/mushroom	[Add example]
赔	pei2	lose in trade/pay damage	[Add example]
涂	tu2	to smear/daub, (surname)/to smear/daub/to apply (paint)/to spread	[Add example]
粹	cui4	pure/unmixed/essence	[Add example]
扁	bian3/pian1	flat/tablet/inscription, (surname)/small boat, Polygonum aviculare	[Add example]
亏	kui1	deficiency/deficit	[Add example]
寂	ji4	lonesome	[Add example]
煤	mei2	coal	[Add example]
熊	xiong2	bear/to scold/to rebuke	[Add example]
恭	gong1	respectful	[Add example]
湿	shi1	moist/wet	[Add example]
循	xun2	to follow/to adhere to/to abide by	[Add example]
暖	nuan3	warm	[Add example]
糖	tang2	sugar/sweets/candy	[Add example]
赋	fu4	poetic essay/taxation/bestow on/endow with	[Add example]
抑	yi4	to restrain/to restrict/to keep down/or	[Add example]
秩	zhi4	order/orderliness	[Add example]
帽	mao4	hat/cap	[Add example]
哀	ai1	sorrow/grief/pity/to grieve for/to pity/to lament	[Add example]
宿	su4/xiu3/xiu4	lodge for the night/old/former, (a) night, constellation	[Add example]
踏	ta4	step on	[Add example]
烂	lan4	overcooked/rotten/soft	[Add example]
袁	yuan2	(surname)	[Add example]
侯	hou2	marquis	[Add example]
抖	dou3	shake out/tremble	[Add example]
夹	jia1/jia2	clip/folder/hold between/to press from both sides/to place in between, hold between/lined/narrow lane	[Add example]
昆	kun1	Kunlun mountains, descendant/elder brother	[Add example]
肝	gan1	liver	[Add example]
擦	ca1	to wipe/to erase/rubbing (brush stroke in painting)/to clean/to polish	[Add example]
猪	zhu1	hog/pig/swine	[Add example]
炼	lian4	refine/smelt, refine	[Add example]
恒	heng2	permanent	[Add example]
慎	shen4	cautious	[Add example]
搬	ban1	remove/transport/move/shift	[Add example]
纽	niu3	to turn/to wrench/button	[Add example]
纹	wen2	line/trace/mark	[Add example]
玻	bo1	glass	[Add example]
渔	yu2	fisherman/to fish	[Add example]
磁	ci2	magnetic/magnetism/porcelain	[Add example]
铜	tong2	copper	[Add example]
齿	chi3	tooth	[Add example]
跨	kua4	step across/step astride	[Add example]
押	ya1	detain in custody	[Add example]
怖	bu4	terror/terrified/afraid/frightened	[Add example]
漠	mo4	desert/unconcerned	[Add example]
疲	pi2	weary	[Add example]
叛	pan4	to betray/to rebel/to revolt	[Add example]
遣	qian3	dispatch	[Add example]
兹	zi1	herewith	[Add example]
祭	ji4/zhai4	offer sacrifice, (surname)	[Add example]
醉	zui4	intoxicated	[Add example]
拳	quan2	fist	[Add example]
弥	mi2	full/to fill, overflowing	[Add example]
斜	xie2	slanting	[Add example]
档	dang4	cross-piece/official records/grade (of goods)/file/records/shelves	[Add example]
稀	xi1	diluted/sparse	[Add example]
捷	jie2	victory/triumph/quick/prompt/rapid	[Add example]
肤	fu1	skin	[Add example]
疫	yi4	epidemic/plague	[Add example]
肿	zhong3	swollen	[Add example]
豆	dou4	bean/peas, bean/sacrificial vessel	[Add example]
削	xiao1/xue1	to scrape, to reduce/to pare (away)/to cut (down)	[Add example]
岗	gang3	mound/policeman's beat	[Add example]
晃	huang3/huang4	dazzle, sway/to shade	[Add example]
吞	tun1	to swallow/to take	[Add example]
宏	hong2	spacious	[Add example]
癌	ai2/yan2	cancer, cancer (old pronuniation)/carcinoma	[Add example]
肚	du3/du4	tripe, belly	[Add example]
隶	li4	attached to/scribe	[Add example]
履	lu:3/lv3	shoe/to tread on	[Add example]
涨	zhang3/zhang4	to rise (of prices, rivers), to swell/distend	[Add example]
耀	yao4	brilliant/glorious	[Add example]
扭	niu3	to turn/to twist/to grab/to wring	[Add example]
坛	tan2	altar	[Add example]
拨	bo1	to push aside/to appropriate (money)/to move/to set aside/group/batch/to poke/to stir	[Add example]
沃	wo4	fertile/rich	[Add example]
绘	hui4	to draw/to paint	[Add example]
伐	fa2	(v) cut down; fell/(v) dispatch an expedition against; descend upon	[Add example]
堪	kan1	endure	[Add example]
仆	pu1/pu2	fall prostrate, servant	[Add example]
郭	guo1	(surname)/outer city wall	[Add example]
牺	xi1	sacrifice	[Add example]
歼	jian1	annihilate	[Add example]
墓	mu4	tomb	[Add example]
雇	gu4	hire	[Add example]
廉	lian2	incorrupt/inexpensive	[Add example]
契	qi4	contract	[Add example]
拼	pin1	piece together/stake (all)/spell/join together	[Add example]
惩	cheng2	punish/discipline	[Add example]
捉	zhuo1	to clutch/to grab/to capture	[Add example]
覆	fu4	to cover/to overflow/to reply to a letter/to overturn/to capsize	[Add example]
刷	shua1/shua4	brush, to select	[Add example]
劫	jie2	plunder	[Add example]
嫌	xian2	to dislike/to suspect	[Add example]
瓜	gua1	melon/claw/gourd/squash	[Add example]
歇	xie1	to rest	[Add example]
雕	diao1	engrave, engrave/shrewd, golden eagle	[Add example]
闷	men1/men4	smother/stuffy, melancholy	[Add example]
乳	ru3	breast/milk	[Add example]
串	chuan4	to string together/to mix up/to conspire/to connect/(a measure word)/string	[Add example]
娃	wa2	baby/doll	[Add example]
缴	jiao3	hand in/hand over	[Add example]
唤	huan4	to call	[Add example]
赢	ying2	to beat/to win/to profit	[Add example]
莲	lian2	lotus	[Add example]
霸	ba4	feudal chief/rule by force/tyrant/lord/master/hegemon/usurp	[Add example]
桃	tao2	peach	[Add example]
妥	tuo3	secure/sound	[Add example]
瘦	shou4	tight/thin/lean	[Add example]
搭	da1	build (scaffolding)/take (boat, train)/hang/join/match/take passage	[Add example]
赴	fu4	go towards/go to/attend (a banquet, etc.)/to go	[Add example]
岳	yue4	(surname)/mountain/wife's father, mountain	[Add example]
嘉	jia1	excellent	[Add example]
舱	cang1	cabin/the hold of a ship or airplane	[Add example]
俊	jun4	smart/eminent/handsome/talented	[Add example]
址	zhi3	location/site	[Add example]
庞	pang2	(surname)/huge/enormous/tremendous	[Add example]
耕	geng1	to plow/to till	[Add example]
锐	rui4	acute	[Add example]
缝	feng2/feng4	to sew/to stitch, crack/seam	[Add example]
悔	hui3	regret	[Add example]
邀	yao1	invite to come	[Add example]
玲	ling2	(used in compounds)/tinkling of gem-pendants	[Add example]
惟	wei2	-ism/only	[Add example]
斥	chi4	blame/reprove/reprimand	[Add example]
宅	zhai2	residence	[Add example]
添	tian1	to add/to increase/to replenish	[Add example]
挖	wa1	to dig/to excavate/to scoop out	[Add example]
呵	a1/he1	(phonetic particle), expel breath/my goodness	[Add example]
讼	song4	litigation	[Add example]
氧	yang3	oxygen	[Add example]
浩	hao4	grand/vast (water)	[Add example]
羽	yu3	feather	[Add example]
斤	jin1	catty/weight equal to 0.5 kg	[Add example]
酷	ku4	ruthless/strong (as of wine)/(slang loan from English) cool, great	[Add example]
掠	lue4/lue3	plunder	[Add example]
妖	yao1	goblin/witch/devil/bewitching/enchanting/monster/phantom	[Add example]
祸	huo4	disaster	[Add example]
侍	shi4	attend on	[Add example]
乙	yi3	B (in a sequence of examples involving "A", "B", "C", etc.)/2nd heavenly stem/2nd in order	[Add example]
妨	fang2	hinder/harm	[Add example]
贪	tan1	greedy	[Add example]
挣	zheng1/zheng4	struggle, to earn/to make (money)	[Add example]
汪	wang1	(surname)/expanse of water/ooze	[Add example]
尿	sui1/niao4	urinate/urine	[Add example]
莉	li4	jasmine	[Add example]
悬	xuan2	hang/suspend	[Add example]
唇	chun2	lip	[Add example]
翰	han4	pen	[Add example]
仓	cang1	barn/granary/storehouse/cabin/hold (in ship)	[Add example]
轨	gui3	course/path/track/rail	[Add example]
枚	mei2	M for small objects	[Add example]
盐	yan2	salt	[Add example]
览	lan3	look over/to view	[Add example]
傅	fu4	(surname)/tutor	[Add example]
帅	shuai4	handsome/graceful/smart/commander in chief	[Add example]
庙	miao4	temple/monastery	[Add example]
芬	fen1	fragrant	[Add example]
屏	bing3/ping2	get rid of/put aside/reject/keep control/hold back, (standing) screen	[Add example]
寺	si4	Buddhist temple	[Add example]
胖	pang4	fat/plump	[Add example]
璃	li2	colored glaze/glass	[Add example]
愚	yu2	stupid	[Add example]
滴	di1	a drop/to drip	[Add example]
疏	shu1	negligent/sparse/thin	[Add example]
萧	xiao1	mournful	[Add example]
姿	zi1	beauty/disposition/looks/appearance	[Add example]
颤	zhan4/chan4	to tremble/to shiver/to shake/to vibrate	[Add example]
丑	chou3	2nd Earthly Branch/clown/Chou (surname), shameful/ugly/disgraceful	[Add example]
劣	lie4	inferior	[Add example]
柯	ke1	(surname)/handle of axe/stem	[Add example]
寸	cun4	a unit of length/inch/thumb	[Add example]
扔	reng1	throw	[Add example]
盯	ding1	stare/gaze	[Add example]
辱	ru3	disgrace/insult	[Add example]
匹	pi1/pi3	mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person	[Add example]
俱	ju1/ju4	entirely/without exception, a social club	[Add example]
辨	bian4	distinguish/recognize	[Add example]
饿	e4	to be hungry/hungry	[Add example]
蜂	feng1	bee/wasp	[Add example]
哦	e2/o2/o4	to chant, oh is that so	[Add example]
腔	qiang1	cavity of body/tune	[Add example]
郁	yu4	(surname)/elegant, dense (growth)/melancholy	[Add example]
溃	kui4	be dispersed/break down	[Add example]
谨	jin3	cautious	[Add example]
糟	zao1	dregs/to waste/spoil, to waste/spoil	[Add example]
葛	ge2/ge3	coarse grass linen, (surname)	[Add example]
苗	miao2	(surname)/Miao tribe/sprout	[Add example]
肠	chang2	intestines	[Add example]
忌	ji4	avoid as taboo/jealous	[Add example]
溜	liu1	slip away/to skate	[Add example]
鸿	hong2	eastern bean goose/great/large	[Add example]
爵	jue2	nobility/(ancient wine holder with 3 legs and loop handle)	[Add example]
鹏	peng2	large fabulous bird	[Add example]
鹰	ying1	eagle/falcon/hawk	[Add example]
笼	long2	basket/cage	[Add example]
丘	qiu1	Confucius/given name/mound, earthenware, earthenware vessel	[Add example]
桂	gui4	Cinnamonum cassia	[Add example]
滋	zi1	excite/nourish/this	[Add example]
聊	liao2	to chat/to have a chat/to kill time	[Add example]
挡	dang3/dang4	hinder/resist/obstruct/hinder/cover/keep off/a cover/to block/to get in the way of, arrange/put in order	[Add example]
纲	gang1	head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program	[Add example]
肌	ji1	flesh/muscle	[Add example]
茨	ci2	Tribulus terrestris/thatched hut	[Add example]
壳	ke2/qiao4	shell, shell	[Add example]
痕	hen2	scar/traces	[Add example]
碗	wan3	bowl/cup	[Add example]
穴	xue2	hole/cave	[Add example]
膀	bang3/bang4/pang1/pang2	upper arm/wing, to flirt, puffed (swollen), bladder	[Add example]
卓	zhuo2	(surname)/outstanding	[Add example]
贤	xian2	worthy (person)	[Add example]
卧	wo4	to lie/to crouch	[Add example]
膜	mo2	(n) membrane; film	[Add example]
毅	yi4	perseverance	[Add example]
锦	jin3	brocade/embroidered work/bright	[Add example]
欠	qian4	deficient/owe/to lack/yawn	[Add example]
哩	li1/li3/li	(onomat.), mile, (part. for continued state)	[Add example]
函	han2	envelope/case/letter	[Add example]
茫	mang2	vague/vast	[Add example]
昂	ang2	high/raise (head), high/soaring/raise/lift/expensive/to raise one's head	[Add example]
薛	xue1	(surname)/wormwood	[Add example]
皱	zhou4	to wrinkle/wrinkled/to crease	[Add example]
夸	kua1	to boast	[Add example]
豫	yu4	beforehand/prepare	[Add example]
胃	wei4	stomach	[Add example]
舌	she2	tongue	[Add example]
剥	bo1/bao1	peel/to skin	[Add example]
傲	ao4	proud/overbearing/insolent/arrogant	[Add example]
拾	shi2	pick up/ten (fraud-proof)	[Add example]
窝	wo1	nest	[Add example]
睁	zheng1	to open (eye)	[Add example]
携	xie2	to carry/to take along/to bring along/to hold (hands)	[Add example]
陵	ling2	mound/tomb/hill/mountain	[Add example]
哼	heng1/hng	hum, (interj. of contempt)	[Add example]
棉	mian2	cotton	[Add example]
晴	qing2	clear/fine (weather)	[Add example]
铃	ling2	(small) bell	[Add example]
填	tian2	to fill in	[Add example]
饲	si4	to raise/to rear/to feed	[Add example]
渴	ke3	thirsty	[Add example]
吻	wen3	kiss/mouth	[Add example]
扮	ban4	to disguise oneself/to dress up/adorn	[Add example]
逆	ni4	contrary/opposite/backwards/to go against/to oppose/to betray/to rebel	[Add example]
脆	cui4	crisp/brittle/clear and loud voice	[Add example]
喘	chuan3	to gasp/to pant/asthma	[Add example]
罩	zhao4	cover/fish trap (basket)/shade	[Add example]
卜	bo/bu3	turnip, to divine/foretell	[Add example]
炉	lu2	stove	[Add example]
柴	chai2	(surname)/firewood	[Add example]
愉	yu2	pleased	[Add example]
绳	sheng2	rope	[Add example]
胎	tai1	fetus/litter	[Add example]
蓄	xu4	to store	[Add example]
眠	mian2	sleep	[Add example]
竭	jie2	exhaust	[Add example]
喂	wei4	(interjection) hello/to feed (someone or some animal)/hey/telephone greeting, to feed	[Add example]
傻	sha3	foolish	[Add example]
慕	mu4	admire	[Add example]
浑	hun2	muddy	[Add example]
奸	jian1	traitor, adultery	[Add example]
扇	shan1/shan4	to fan, (a measure word for doors, windows, etc.)	[Add example]
柜	gui4/ju3	cupboard/cabinet/wardrobe, Salix multinervis	[Add example]
悦	yue4	pleased	[Add example]
拦	lan2	cut off/hinder	[Add example]
诞	dan4	birth/birthday/brag/boast/to increase	[Add example]
饱	bao3	to eat till full/satisfied	[Add example]
乾	gan1/qian2	dry, (surname)/male/strong/one of the Eight Trigrams	[Add example]
泡	pao1/pao4	puffed/swollen, to steep/soak/bubble(s)/foam	[Add example]
